frase_limpa,classe,fonte,frase
faltam atalhos básicos para as funções mais usadas,Negativa,Gemini,Faltam atalhos básicos para as funções mais usadas.
o app não funciona ao usar dados móveis só wifi,Negativa,Claude,"O app não funciona ao usar dados móveis, só WiFi."
controles de privacidade detalhados que me dão paz de espírito,Positiva,Claude,Controles de privacidade detalhados que me dão paz de espírito.
simulados com questões de múltipla escolha estão frequentemente disponíveis em aplicativos voltados para exames padronizados,Neutra,Gemini,Simulados com questões de múltipla escolha estão frequentemente disponíveis em aplicativos voltados para exames padronizados.
o aplicativo não permite personalizações úteis,Negativa,ChatGPT,O aplicativo não permite personalizações úteis.
o uso de memória ram pelo aplicativo é surpreendentemente baixo,Positiva,Gemini,O uso de memória RAM pelo aplicativo é surpreendentemente baixo.
nunca tive problemas de lentidão desde que instalei,Positiva,Gemini,Nunca tive problemas de lentidão desde que instalei.
fui bloqueado sem motivo algum e não consigo acessar,Negativa,Gemini,Fui bloqueado sem motivo algum e não consigo acessar.
o aplicativo sobrescreve configurações do sistema sem permissão,Negativa,Claude,O aplicativo sobrescreve configurações do sistema sem permissão.
o salvamento em nuvem permite continuar o progresso do jogo logando em outro dispositivo móvel,Neutra,Gemini,O salvamento em nuvem permite continuar o progresso do jogo logando em outro dispositivo móvel.
processo de login muito demorado e cheio de erros,Negativa,Gemini,Processo de login muito demorado e cheio de erros.
ótima estabilidade e navegação muito intuitiva,Positiva,ChatGPT,Ótima estabilidade e navegação muito intuitiva.
o agendamento marcado pelo app não aparece no sistema da empresa,Negativa,Claude,O agendamento marcado pelo app não aparece no sistema da empresa.
aplicativo rápido bonito e muito eficiente,Positiva,ChatGPT,"Aplicativo rápido, bonito e muito eficiente."
ótimos recursos gratuitos e funcionamento impecável,Positiva,ChatGPT,Ótimos recursos gratuitos e funcionamento impecável.
layout adaptável que funciona bem tanto em modo retrato quanto paisagem,Positiva,Claude,Layout adaptável que funciona bem tanto em modo retrato quanto paisagem.
a experiência é cheia de falhas e inconsistências,Negativa,ChatGPT,A experiência é cheia de falhas e inconsistências.
aplicativos de edição de fotos oferecem ferramentas de recorte filtro e ajuste de cores,Neutra,Claude,"Aplicativos de edição de fotos oferecem ferramentas de recorte, filtro e ajuste de cores."
aplicativos móveis podem consumir bateria rapidamente,Neutra,ChatGPT,Aplicativos móveis podem consumir bateria rapidamente.
aplicativos podem integrar sistemas empresariais,Neutra,ChatGPT,Aplicativos podem integrar sistemas empresariais.
gráficos de progresso motivadores que me mantêm engajado diariamente,Positiva,Claude,Gráficos de progresso motivadores que me mantêm engajado diariamente.
economizei muito tempo depois que comecei a usar esse aplicativo,Positiva,Claude,Economizei muito tempo depois que comecei a usar esse aplicativo.
uma ferramenta poderosa que cabe no meu bolso,Positiva,Gemini,Uma ferramenta poderosa que cabe no meu bolso.
aplicativo que realmente me ajudou a economizar dinheiro todo mês,Positiva,Claude,Aplicativo que realmente me ajudou a economizar dinheiro todo mês.
alguns aplicativos oferecem suporte multilíngue,Neutra,ChatGPT,Alguns aplicativos oferecem suporte multilíngue.
a ferramenta de recorte e edição de áudio é fenomenal,Positiva,Gemini,A ferramenta de recorte e edição de áudio é fenomenal.
swift e objectivec são usadas no desenvolvimento de aplicativos para ios,Neutra,Gemini,Swift e Objective-C são usadas no desenvolvimento de aplicativos para iOS.
um lixo o app fecha antes mesmo de carregar a interface,Negativa,Gemini,"Um lixo, o app fecha antes mesmo de carregar a interface."
aplicativo leve e muito rápido para abrir funções,Positiva,ChatGPT,Aplicativo leve e muito rápido para abrir funções.
cada atualização piora a estabilidade do sistema,Negativa,Gemini,Cada atualização piora a estabilidade do sistema.
opções de exportação variadas que atendem todas as minhas necessidades,Positiva,Claude,Opções de exportação variadas que atendem todas as minhas necessidades.
a precisão das informações fornecidas pelo app é impressionante,Positiva,Gemini,A precisão das informações fornecidas pelo app é impressionante.
aplicativo que indico para toda a família sem reservas,Positiva,Claude,Aplicativo que indico para toda a família sem reservas.
a central de ajuda respondeu minhas dúvidas instantaneamente,Positiva,Gemini,A central de ajuda respondeu minhas dúvidas instantaneamente.
o aplicativo não tem nem a função básica de salvar rascunho,Negativa,Gemini,O aplicativo não tem nem a função básica de salvar rascunho.
tempo de inicialização muito rápido abre em um segundo,Positiva,Claude,"Tempo de inicialização muito rápido, abre em um segundo."
o aplicativo consome memória excessivamente,Negativa,ChatGPT,O aplicativo consome memória excessivamente.
respostas automáticas inteligentes que economizam meu tempo diariamente,Positiva,Claude,Respostas automáticas inteligentes que economizam meu tempo diariamente.
aplicativos podem utilizar inteligência artificial generativa,Neutra,ChatGPT,Aplicativos podem utilizar inteligência artificial generativa.
o aplicativo trava ao reproduzir vídeos longos,Negativa,ChatGPT,O aplicativo trava ao reproduzir vídeos longos.
a rapidez com que as fotos carregam é impressionante,Positiva,Gemini,A rapidez com que as fotos carregam é impressionante.
o aplicativo demora para responder qualquer comando,Negativa,ChatGPT,O aplicativo demora para responder qualquer comando.
sempre recebo respostas rápidas quando envio sugestões,Positiva,Gemini,Sempre recebo respostas rápidas quando envio sugestões.
a função de bloqueio impede que um contato específico envie mensagens pelo aplicativo,Neutra,Gemini,A função de bloqueio impede que um contato específico envie mensagens pelo aplicativo.
aplicativos de leitura de ebooks permitem ajustar o tamanho e o estilo da fonte,Neutra,Gemini,Aplicativos de leitura de e-books permitem ajustar o tamanho e o estilo da fonte.
aplicativos podem ser publicados em lojas oficiais,Neutra,ChatGPT,Aplicativos podem ser publicados em lojas oficiais.
aplicativos pagos requerem uma transação financeira antes da instalação,Neutra,Gemini,Aplicativos pagos requerem uma transação financeira antes da instalação.
aplicativo muito útil e com ótima experiência visual,Positiva,ChatGPT,Aplicativo muito útil e com ótima experiência visual.
funciona impecavelmente mesmo com conexão de internet mais lenta,Positiva,Claude,Funciona impecavelmente mesmo com conexão de internet mais lenta.
aplicativos de tradução convertem textos e áudios de um idioma para outro,Neutra,Gemini,Aplicativos de tradução convertem textos e áudios de um idioma para outro.
a verificação de duas etapas aumenta a segurança das contas em aplicativos de mensagens,Neutra,Gemini,A verificação de duas etapas aumenta a segurança das contas em aplicativos de mensagens.
ótimos recursos e excelente desempenho no celular,Positiva,ChatGPT,Ótimos recursos e excelente desempenho no celular.
aplicativos de streaming de música oferecem acesso a vastos catálogos de arquivos de áudio,Neutra,Gemini,Aplicativos de streaming de música oferecem acesso a vastos catálogos de arquivos de áudio.
a atualização removeu o suporte para meu modelo de celular,Negativa,Gemini,A atualização removeu o suporte para meu modelo de celular.
aplicativos de delivery conectam restaurantes a consumidores finais,Neutra,Claude,Aplicativos de delivery conectam restaurantes a consumidores finais.
aplicativos podem utilizar conexão bluetooth,Neutra,ChatGPT,Aplicativos podem utilizar conexão Bluetooth.
as notificações são muito úteis e nada invasivas,Positiva,Gemini,As notificações são muito úteis e nada invasivas.
aplicativos podem utilizar armazenamento externo,Neutra,ChatGPT,Aplicativos podem utilizar armazenamento externo.
paleta de cores harmoniosa que deixa tudo agradável visualmente,Positiva,Claude,Paleta de cores harmoniosa que deixa tudo agradável visualmente.
aplicativos de edição suportam filtros visuais,Neutra,ChatGPT,Aplicativos de edição suportam filtros visuais.
o aplicativo aquece o celular rapidamente,Negativa,ChatGPT,O aplicativo aquece o celular rapidamente.
aplicativos podem utilizar conexão wifi e móvel,Neutra,ChatGPT,Aplicativos podem utilizar conexão Wi-Fi e móvel.
as animações são longas e desnecessárias só atrapalham,Negativa,Gemini,"As animações são longas e desnecessárias, só atrapalham."
ótima experiência tudo funciona perfeitamente no celular,Positiva,ChatGPT,"Ótima experiência, tudo funciona perfeitamente no celular."
muito caro para um app que vive travando o tempo todo,Negativa,Gemini,Muito caro para um app que vive travando o tempo todo.
gerenciadores de senhas armazenam as credenciais de acesso do usuário em bancos de dados criptografados localmente,Neutra,Gemini,Gerenciadores de senhas armazenam as credenciais de acesso do usuário em bancos de dados criptografados localmente.
até para sair do aplicativo você precisa ver uma propaganda,Negativa,Gemini,Até para sair do aplicativo você precisa ver uma propaganda.
aplicativo muito eficiente e agradável de utilizar,Positiva,ChatGPT,Aplicativo muito eficiente e agradável de utilizar.
não consigo passar da tela de carregamento péssimo,Negativa,Gemini,"Não consigo passar da tela de carregamento, péssimo."
cumpre a promessa de privacidade me sinto seguro usando,Positiva,Claude,"Cumpre a promessa de privacidade, me sinto seguro usando."
as novas atualizações deixaram o aplicativo ainda melhor,Positiva,Gemini,As novas atualizações deixaram o aplicativo ainda melhor.
valor do carrinho muda ao finalizar compra prática desonesta,Negativa,Claude,"Valor do carrinho muda ao finalizar compra, prática desonesta."
a segurança do aplicativo me deixa muito tranquilo para usálo,Positiva,Gemini,A segurança do aplicativo me deixa muito tranquilo para usá-lo.
a navegação é tão suave que dá gosto de usar,Positiva,Gemini,A navegação é tão suave que dá gosto de usar.
a busca não funciona direito e não tem filtros úteis,Negativa,Gemini,A busca não funciona direito e não tem filtros úteis.
aplicativos de edição de fotos incluem ferramentas de corte brilho e contraste,Neutra,Gemini,"Aplicativos de edição de fotos incluem ferramentas de corte, brilho e contraste."
o slack permite criar canais temáticos para comunicação entre equipes,Neutra,Claude,O Slack permite criar canais temáticos para comunicação entre equipes.
aplicativos de música reproduzem arquivos em streaming,Neutra,ChatGPT,Aplicativos de música reproduzem arquivos em streaming.
funciona perfeitamente e possui ótimos recursos gratuitos,Positiva,ChatGPT,Funciona perfeitamente e possui ótimos recursos gratuitos.
aplicativos podem funcionar em múltiplas plataformas,Neutra,ChatGPT,Aplicativos podem funcionar em múltiplas plataformas.
aplicativos de rideshare calculam tarifas com base em distância e tempo de viagem,Neutra,Claude,Aplicativos de rideshare calculam tarifas com base em distância e tempo de viagem.
podcasts podem ser escutados e baixados por meio de aplicativos desenvolvidos para esse fim,Neutra,Gemini,Podcasts podem ser escutados e baixados por meio de aplicativos desenvolvidos para esse fim.
o aplicativo nunca exibiu um erro desde que comecei a usar,Positiva,Gemini,O aplicativo nunca exibiu um erro desde que comecei a usar.
erros ortográficos nos textos do app passam impressão amadora,Negativa,Claude,Erros ortográficos nos textos do app passam impressão amadora.
aplicativo muito útil e bem desenvolvido,Positiva,ChatGPT,Aplicativo muito útil e bem desenvolvido.
aplicativos de vídeo curto exibem conteúdo em formato vertical,Neutra,Claude,Aplicativos de vídeo curto exibem conteúdo em formato vertical.
o aplicativo falha ao reproduzir conteúdos multimídia,Negativa,ChatGPT,O aplicativo falha ao reproduzir conteúdos multimídia.
a sincronização de contatos raramente funciona,Negativa,ChatGPT,A sincronização de contatos raramente funciona.
o tempo real de espera nunca bate com o mostrado no app,Negativa,Claude,O tempo real de espera nunca bate com o mostrado no app.
aplicativos de monitoramento de sono analisam padrões de descanso pelo microfone e acelerômetro,Neutra,Claude,Aplicativos de monitoramento de sono analisam padrões de descanso pelo microfone e acelerômetro.
o suporte ao cliente simplesmente não responde aos emails,Negativa,Gemini,O suporte ao cliente simplesmente não responde aos e-mails.
o design das abas de navegação é muito ergonômico,Positiva,Gemini,O design das abas de navegação é muito ergonômico.
a lista de favoritos some após cada logout,Negativa,Claude,A lista de favoritos some após cada logout.
a tela principal tem tudo o que preciso de forma acessível,Positiva,Gemini,A tela principal tem tudo o que preciso de forma acessível.
excelente desempenho mesmo utilizando vários recursos simultaneamente,Positiva,ChatGPT,Excelente desempenho mesmo utilizando vários recursos simultaneamente.
o modo offline em aplicativos de música permite escutar as faixas previamente baixadas,Neutra,Gemini,O modo offline em aplicativos de música permite escutar as faixas previamente baixadas.
aplicativos de streaming exigem conexão constante com a internet,Neutra,Claude,Aplicativos de streaming exigem conexão constante com a internet.
plataformas de cursos online distribuem aplicativos para visualização das aulas em vídeo pelo celular,Neutra,Gemini,Plataformas de cursos online distribuem aplicativos para visualização das aulas em vídeo pelo celular.
aplicativos de criação de artes gráficas oferecem templates e bibliotecas de ícones,Neutra,Claude,Aplicativos de criação de artes gráficas oferecem templates e bibliotecas de ícones.
o trello usa um sistema de quadros e cartões para organização de tarefas,Neutra,Claude,O Trello usa um sistema de quadros e cartões para organização de tarefas.
o aplicativo demora para carregar qualquer conteúdo,Negativa,ChatGPT,O aplicativo demora para carregar qualquer conteúdo.
o suporte não resolve nenhum problema relatado,Negativa,ChatGPT,O suporte não resolve nenhum problema relatado.
excelente experiência de uso sem complicações,Positiva,ChatGPT,Excelente experiência de uso sem complicações.
o design novo ficou horrível quero a versão antiga de volta,Negativa,Gemini,"O design novo ficou horrível, quero a versão antiga de volta."
aplicativos de mensagens permitem arquivar conversas,Neutra,ChatGPT,Aplicativos de mensagens permitem arquivar conversas.
aplicativo rápido confiável e muito eficiente,Positiva,ChatGPT,"Aplicativo rápido, confiável e muito eficiente."
aplicativo leve que não ocupa espaço desnecessário no celular,Positiva,Claude,Aplicativo leve que não ocupa espaço desnecessário no celular.
aplicativos podem utilizar reconhecimento de voz,Neutra,ChatGPT,Aplicativos podem utilizar reconhecimento de voz.
um exemplo a ser seguido por outros desenvolvedores de apps,Positiva,Gemini,Um exemplo a ser seguido por outros desenvolvedores de apps.
app que realmente entende o que o usuário precisa,Positiva,Claude,App que realmente entende o que o usuário precisa.
a desinstalação de um aplicativo exclui o pacote de software e apaga os dados locais armazenados,Neutra,Gemini,A desinstalação de um aplicativo exclui o pacote de software e apaga os dados locais armazenados.
aplicativo incrível superou todas as minhas expectativas desde o primeiro uso,Positiva,Claude,"Aplicativo incrível, superou todas as minhas expectativas desde o primeiro uso."
o aplicativo me ajuda a manter o foco nas minhas metas,Positiva,Gemini,O aplicativo me ajuda a manter o foco nas minhas metas.
o gps fica ativado o tempo todo sugando a bateria,Negativa,Gemini,O GPS fica ativado o tempo todo sugando a bateria.
criação de conta sem pedir informações desnecessárias respeito pela privacidade,Positiva,Claude,"Criação de conta sem pedir informações desnecessárias, respeito pela privacidade."
aplicativos de música suportam playlists personalizadas,Neutra,ChatGPT,Aplicativos de música suportam playlists personalizadas.
aplicativos de jejum intermitente contabilizam o número de horas sem ingestão de alimentos,Neutra,Gemini,Aplicativos de jejum intermitente contabilizam o número de horas sem ingestão de alimentos.
cumpre exatamente o que promete nota dez,Positiva,Gemini,"Cumpre exatamente o que promete, nota dez!"
o canva permite criar posts apresentações e materiais visuais pelo smartphone,Neutra,Claude,"O Canva permite criar posts, apresentações e materiais visuais pelo smartphone."
o app exige número de telefone para funções que não precisam disso,Negativa,Claude,O app exige número de telefone para funções que não precisam disso.
o flutter é um framework desenvolvido pelo google para criação de apps multiplataforma,Neutra,Claude,O Flutter é um framework desenvolvido pelo Google para criação de apps multiplataforma.
aplicativos de pagamento por aproximação utilizam tecnologia nfc,Neutra,Claude,Aplicativos de pagamento por aproximação utilizam tecnologia NFC.
impossível redimensionar ou reorganizar widgets na tela,Negativa,Claude,Impossível redimensionar ou reorganizar widgets na tela.
ajuda contextual sempre disponível quando tenho alguma dúvida,Positiva,Claude,Ajuda contextual sempre disponível quando tenho alguma dúvida.
aplicativo muito estável e agradável no uso diário,Positiva,ChatGPT,Aplicativo muito estável e agradável no uso diário.
a navegação é pouco intuitiva e confusa,Negativa,ChatGPT,A navegação é pouco intuitiva e confusa.
não consigo alterar meu endereço de entrega de forma alguma,Negativa,Claude,Não consigo alterar meu endereço de entrega de forma alguma.
recurso de repetição espaçada muito bem implementado e eficiente,Positiva,Claude,Recurso de repetição espaçada muito bem implementado e eficiente.
a cada clique aparece um anúncio de trinta segundos,Negativa,Gemini,A cada clique aparece um anúncio de trinta segundos.
o player de áudio para sozinho ao bloquear a tela,Negativa,Claude,O player de áudio para sozinho ao bloquear a tela.
aplicativo extremamente útil e com ótima navegação,Positiva,ChatGPT,Aplicativo extremamente útil e com ótima navegação.
alguns aplicativos possuem limite de armazenamento gratuito,Neutra,ChatGPT,Alguns aplicativos possuem limite de armazenamento gratuito.
arquivos apk são usados para instalar aplicativos no sistema android,Neutra,Gemini,Arquivos APK são usados para instalar aplicativos no sistema Android.
tentativas de login falham mesmo com internet funcionando perfeitamente,Negativa,Claude,Tentativas de login falham mesmo com internet funcionando perfeitamente.
aplicativo realmente facilita minha rotina diariamente,Positiva,ChatGPT,Aplicativo realmente facilita minha rotina diariamente.
recomendo para todo mundo vale muito a pena baixar,Positiva,Gemini,"Recomendo para todo mundo, vale muito a pena baixar."
o mapa trava e não atualiza minha localização corretamente,Negativa,Claude,O mapa trava e não atualiza minha localização corretamente.
o aplicativo não salva minhas configurações corretamente,Negativa,ChatGPT,O aplicativo não salva minhas configurações corretamente.
funciona sem travar mesmo no meu celular mais antigo,Positiva,Claude,"Funciona sem travar, mesmo no meu celular mais antigo."
forçam a gente a atualizar para uma versão cheia de bugs,Negativa,Gemini,Forçam a gente a atualizar para uma versão cheia de bugs.
o tutorial inicial é muito claro e ajuda bastante,Positiva,Gemini,O tutorial inicial é muito claro e ajuda bastante.
o sistema de busca raramente encontra resultados corretos,Negativa,ChatGPT,O sistema de busca raramente encontra resultados corretos.
atalhos gestuais que aprendi rápido e uso constantemente,Positiva,Claude,Atalhos gestuais que aprendi rápido e uso constantemente.
excelente app para quem quer organizar a vida financeira,Positiva,Claude,Excelente app para quem quer organizar a vida financeira.
botões tão pequenos que é impossível clicar sem errar,Negativa,Claude,Botões tão pequenos que é impossível clicar sem errar.
alguns aplicativos funcionam mesmo sem conexão online,Neutra,ChatGPT,Alguns aplicativos funcionam mesmo sem conexão online.
ótimos recursos e experiência muito positiva,Positiva,ChatGPT,Ótimos recursos e experiência muito positiva.
fica em um loop infinito na tela de abertura,Negativa,Gemini,Fica em um loop infinito na tela de abertura.
aplicativos de assinatura digital permitem assinar documentos eletronicamente,Neutra,Claude,Aplicativos de assinatura digital permitem assinar documentos eletronicamente.
cria arquivos de cache gigantescos que lotam a memória,Negativa,Gemini,Cria arquivos de cache gigantescos que lotam a memória.
o aplicativo apresenta falhas em conexões estáveis,Negativa,ChatGPT,O aplicativo apresenta falhas em conexões estáveis.
alguns aplicativos atualizam dados automaticamente,Neutra,ChatGPT,Alguns aplicativos atualizam dados automaticamente.
melhorou minha produtividade de forma que não imaginava possível,Positiva,Claude,Melhorou minha produtividade de forma que não imaginava possível.
app que supera qualquer concorrente que já experimentei antes,Positiva,Claude,App que supera qualquer concorrente que já experimentei antes.
engana o usuário dizendo que é grátis mas cobra por tudo,Negativa,Gemini,"Engana o usuário dizendo que é grátis, mas cobra por tudo."
a busca retorna resultados completamente irrelevantes,Negativa,Claude,A busca retorna resultados completamente irrelevantes.
falta opção para traduzir para o português péssimo,Negativa,Gemini,"Falta opção para traduzir para o português, péssimo."
o checkout exige cadastro obrigatório não aceita compra como visitante,Negativa,Claude,"O checkout exige cadastro obrigatório, não aceita compra como visitante."
pedido confirmado pelo app mas a loja não recebeu nada,Negativa,Claude,Pedido confirmado pelo app mas a loja não recebeu nada.
a qualidade do streaming é muito instável,Negativa,ChatGPT,A qualidade do streaming é muito instável.
o aplicativo não exibe o número de rastreamento corretamente,Negativa,Claude,O aplicativo não exibe o número de rastreamento corretamente.
ótima experiência visual e excelente desempenho geral,Positiva,ChatGPT,Ótima experiência visual e excelente desempenho geral.
segurança de dois fatores bem implementada e fácil de ativar,Positiva,Claude,Segurança de dois fatores bem implementada e fácil de ativar.
aplicativos de chat suportam envio de arquivos,Neutra,ChatGPT,Aplicativos de chat suportam envio de arquivos.
a estabilidade do sistema me surpreendeu muito positivamente,Positiva,Gemini,A estabilidade do sistema me surpreendeu muito positivamente.
a qualidade do áudio é muito ruim,Negativa,ChatGPT,A qualidade do áudio é muito ruim.
meus dados de saúde foram sincronizados sem minha autorização,Negativa,Claude,Meus dados de saúde foram sincronizados sem minha autorização.
é muito fácil compartilhar os resultados com meus amigos,Positiva,Gemini,É muito fácil compartilhar os resultados com meus amigos.
sensacional as ferramentas premium valem cada centavo facilitando muito o meu trabalho e otimizando o meu tempo livre de forma brilhante,Positiva,Gemini,"Sensacional! As ferramentas premium valem cada centavo, facilitando muito o meu trabalho e otimizando o meu tempo livre de forma brilhante."
kotlin e java são linguagens de programação comuns para o desenvolvimento android,Neutra,Gemini,Kotlin e Java são linguagens de programação comuns para o desenvolvimento Android.
o suporte técnico oferece respostas genéricas inúteis,Negativa,ChatGPT,O suporte técnico oferece respostas genéricas inúteis.
péssimo custobenefício tem opções grátis muito melhores,Negativa,Gemini,"Péssimo custo-benefício, tem opções grátis muito melhores."
acessibilidade bem implementada funciona ótimo para todos os usuários,Positiva,Claude,"Acessibilidade bem implementada, funciona ótimo para todos os usuários."
gostei bastante da navegação rápida e prática,Positiva,ChatGPT,Gostei bastante da navegação rápida e prática.
fluxo de pagamento simples e seguro comprei sem preocupação,Positiva,Claude,"Fluxo de pagamento simples e seguro, comprei sem preocupação."
podômetros utilizam os sensores inerciais do celular para contar os passos do usuário,Neutra,Gemini,Podômetros utilizam os sensores inerciais do celular para contar os passos do usuário.
aplicativo que cumpre promessas e vai além das expectativas,Positiva,Claude,Aplicativo que cumpre promessas e vai além das expectativas.
a app store da apple foi lançada em julho de,Neutra,Claude,A App Store da Apple foi lançada em julho de 2008.
aplicativos de lanterna acionam o flash de led da câmera do smartphone,Neutra,Gemini,Aplicativos de lanterna acionam o flash de LED da câmera do smartphone.
o tempo de resposta aos toques é muito alto,Negativa,Gemini,O tempo de resposta aos toques é muito alto.
o notion permite criar bancos de dados wikis e documentos colaborativos,Neutra,Claude,"O Notion permite criar bancos de dados, wikis e documentos colaborativos."
tamanho do arquivo pequeno mas com funcionalidades de alto nível,Positiva,Claude,Tamanho do arquivo pequeno mas com funcionalidades de alto nível.
é impossível excluir minha conta pelo aplicativo,Negativa,Gemini,É impossível excluir minha conta pelo aplicativo.
o aplicativo desconecta minha conta aleatoriamente,Negativa,ChatGPT,O aplicativo desconecta minha conta aleatoriamente.
gostei bastante da qualidade das funcionalidades,Positiva,ChatGPT,Gostei bastante da qualidade das funcionalidades.
relatórios exportáveis em vários formatos super conveniente no trabalho,Positiva,Claude,"Relatórios exportáveis em vários formatos, super conveniente no trabalho."
diz que meu email já está em uso mas eu nunca me cadastrei,Negativa,Gemini,"Diz que meu e-mail já está em uso, mas eu nunca me cadastrei."
o aplicativo apresenta bugs até em funções básicas,Negativa,ChatGPT,O aplicativo apresenta bugs até em funções básicas.
a câmera embutida no app distorce totalmente a imagem,Negativa,Gemini,A câmera embutida no app distorce totalmente a imagem.
o aplicativo não funciona bem em segundo plano,Negativa,ChatGPT,O aplicativo não funciona bem em segundo plano.
gostei muito do desempenho rápido e estável,Positiva,ChatGPT,Gostei muito do desempenho rápido e estável.
valores exibidos no app não batem com o extrato bancário,Negativa,Claude,Valores exibidos no app não batem com o extrato bancário.
aplicativo rápido bonito e extremamente funcional,Positiva,ChatGPT,"Aplicativo rápido, bonito e extremamente funcional."
aplicativos de gps utilizam dados de satélite para determinar a localização do usuário,Neutra,Claude,Aplicativos de GPS utilizam dados de satélite para determinar a localização do usuário.
o binance é uma corretora de criptoativos com aplicativo móvel,Neutra,Claude,O Binance é uma corretora de criptoativos com aplicativo móvel.
aplicativos podem funcionar em smart tvs,Neutra,ChatGPT,Aplicativos podem funcionar em smart TVs.
o changeorg é uma plataforma de petições com versão para dispositivos móveis,Neutra,Claude,O Change.org é uma plataforma de petições com versão para dispositivos móveis.
aplicativo confiável e muito estável durante o uso,Positiva,ChatGPT,Aplicativo confiável e muito estável durante o uso.
a versão anterior era mil vezes mais rápida e estável,Negativa,Gemini,A versão anterior era mil vezes mais rápida e estável.
o google home centraliza o controle de dispositivos compatíveis com google assistant,Neutra,Claude,O Google Home centraliza o controle de dispositivos compatíveis com Google Assistant.
o aplicativo ocupa armazenamento excessivo no aparelho,Negativa,ChatGPT,O aplicativo ocupa armazenamento excessivo no aparelho.
aplicativos podem acessar a galeria do aparelho,Neutra,ChatGPT,Aplicativos podem acessar a galeria do aparelho.
aplicativos de transporte público calculam e mostram o itinerário planejado de linhas de ônibus e trens,Neutra,Gemini,Aplicativos de transporte público calculam e mostram o itinerário planejado de linhas de ônibus e trens.
inútil sem internet não tem nenhum modo offline,Negativa,Gemini,"Inútil sem internet, não tem nenhum modo offline."
importação de dados do concorrente funcionou sem nenhum problema,Positiva,Claude,Importação de dados do concorrente funcionou sem nenhum problema.
o aplicativo não respeita o tema escuro configurado no sistema,Negativa,Claude,O aplicativo não respeita o tema escuro configurado no sistema.
o aplicativo não salva rascunhos automaticamente,Negativa,Claude,O aplicativo não salva rascunhos automaticamente.
alguns aplicativos armazenam arquivos em nuvem,Neutra,ChatGPT,Alguns aplicativos armazenam arquivos em nuvem.
o flightradar rastreia mais de voos diários em todo o mundo,Neutra,Claude,O Flightradar24 rastreia mais de 180.000 voos diários em todo o mundo.
é praticamente uma versão demo disfarçada de app completo,Negativa,Gemini,É praticamente uma versão demo disfarçada de app completo.
o carregamento das telas é quase instantâneo,Positiva,Gemini,O carregamento das telas é quase instantâneo.
nunca vi um app tão bem organizado e fácil de usar,Positiva,Claude,Nunca vi um app tão bem organizado e fácil de usar.
a frequência cardíaca pode ser medida utilizando acessórios físicos compatíveis com o aplicativo móvel,Neutra,Gemini,A frequência cardíaca pode ser medida utilizando acessórios físicos compatíveis com o aplicativo móvel.
cheio de bugs fecha inesperadamente no meio de uma tarefa,Negativa,Gemini,"Cheio de bugs, fecha inesperadamente no meio de uma tarefa."
aplicativos de email sincronizam caixas de entrada com servidores remotos,Neutra,Claude,Aplicativos de e-mail sincronizam caixas de entrada com servidores remotos.
a avaliação obrigatória bloqueou meu acesso às funções,Negativa,Claude,A avaliação obrigatória bloqueou meu acesso às funções.
excelente controle de privacidade escolho o que compartilhar,Positiva,Claude,"Excelente controle de privacidade, escolho o que compartilhar."
carregamento super rápido não preciso esperar nada para usar,Positiva,Claude,"Carregamento super rápido, não preciso esperar nada para usar."
alguns aplicativos de mídia permitem criar listas de reprodução musicais personalizadas,Neutra,Gemini,Alguns aplicativos de mídia permitem criar listas de reprodução musicais personalizadas.
a equipe de desenvolvedores está de parabéns pela ferramenta,Positiva,Gemini,A equipe de desenvolvedores está de parabéns pela ferramenta.
a função de câmera embutida tira fotos com ótima resolução,Positiva,Gemini,A função de câmera embutida tira fotos com ótima resolução.
muitos aplicativos de comunicação suportam chamadas de voz e vídeo pela internet,Neutra,Gemini,Muitos aplicativos de comunicação suportam chamadas de voz e vídeo pela internet.
aplicativos de mapas mostram trânsito em tempo real,Neutra,ChatGPT,Aplicativos de mapas mostram trânsito em tempo real.
aplicativos de leilão permitem dar lances em tempo real pelo smartphone,Neutra,Claude,Aplicativos de leilão permitem dar lances em tempo real pelo smartphone.
aplicativos de realidade aumentada sobrepõem elementos digitais ao ambiente real,Neutra,Claude,Aplicativos de realidade aumentada sobrepõem elementos digitais ao ambiente real.
os dados que eu cadastrei simplesmente sumireram sem explicação,Negativa,Claude,Os dados que eu cadastrei simplesmente sumireram sem explicação.
gostei muito da velocidade e da estabilidade do aplicativo,Positiva,ChatGPT,Gostei muito da velocidade e da estabilidade do aplicativo.
design limpo sem poluição visual foco no que importa,Positiva,Claude,"Design limpo sem poluição visual, foco no que importa."
estava ótimo antes agora a atualização só trouxe problemas,Negativa,Gemini,"Estava ótimo antes, agora a atualização só trouxe problemas."
consertaram um bug e criaram outros dez nessa versão nova,Negativa,Gemini,Consertaram um bug e criaram outros dez nessa versão nova.
o duolingo é um aplicativo de ensino de idiomas com sistema de gamificação,Neutra,Claude,O Duolingo é um aplicativo de ensino de idiomas com sistema de gamificação.
perfeito para uso profissional e pessoal ao mesmo tempo,Positiva,Claude,Perfeito para uso profissional e pessoal ao mesmo tempo.
aplicativos podem acessar contatos do dispositivo,Neutra,ChatGPT,Aplicativos podem acessar contatos do dispositivo.
a tela de pagamento expira em segundos tempo insuficiente,Negativa,Claude,"A tela de pagamento expira em 30 segundos, tempo insuficiente."
